,Restaurante,Dirección,Direccion_Web,Vader,Estrellas,Tipo_de_comida
486,Maxi Restaurante,"Carretera Prat, 30, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1975496-Reviews-Maxi_Restaurante-Barcelona_Catalonia.html,0.8805,5.0,Tapas
487,Mayura,"Carrer Girona, 57, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1072346-Reviews-Mayura-Barcelona_Catalonia.html,0.9062,5.0,Meats
488,McDonald's,"Calle Pelai 62, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5444738-Reviews-McDonald_s-Barcelona_Catalonia.html,0.8271,5.0,Meats
489,Mediterráneo Ristorante,"Carrer de Josep Pla, 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8393658-Reviews-Mediterraneo_Ristorante-Barcelona_Catalonia.html,0.9008,5.0,Tapas
490,Melo-Jia,"Calle Córsega 250, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6109054-Reviews-Melo_Jia-Barcelona_Catalonia.html,0.9287,5.0,Meats
491,Memorias de China,"Carrer de Lincoln 17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2037689-Reviews-Memorias_de_China-Barcelona_Catalonia.html,0.9325,5.0,Seafood
492,Menssana,"Carrer Sardenya 48, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7891732-Reviews-Menssana-Barcelona_Catalonia.html,0.9423,5.0,Tapas
493,Merendero de la Mari,"Placa Pau Vila 1 Port Vell, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1060944-Reviews-Merendero_de_la_Mari-Barcelona_Catalonia.html,0.9231,5.0,Tapas
494,Messié Sin Gluten,"Siracusa, 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8486703-Reviews-Messie_Sin_Gluten_Gracia_Gluten_free-Barcelona_Catalonia.html,0.9545,5.0,Italian
495,Mi Gracia,"Calle Encarnacio, 52, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2489525-Reviews-Mi_Gracia-Barcelona_Catalonia.html,0.9623,5.0,Meats
496,Micu Maku,"Carrer d'Aribau 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6216371-Reviews-Micu_Maku-Barcelona_Catalonia.html,0.8519,5.0,Tapas
497,Miguelitos,"Calle Aribau 162, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1893173-Reviews-Miguelitos-Barcelona_Catalonia.html,0.8834,5.0,Tapas
498,Milk Bar & Bistro,"Carrer d'en Gignàs 21, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1122768-Reviews-Milk_Bar_Bistro-Barcelona_Catalonia.html,0.8658,5.0,Tapas
499,Mimo's Born,"Plaça de Jacint Reventós, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17527277-Reviews-Mimo_s_Born-Barcelona_Catalonia.html,0.8834,5.0,Tapas
500,Mirablau,"Plaza Doctor Andreu S/N, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997435-Reviews-Mirablau-Barcelona_Catalonia.html,0.9344,5.0,Bar
501,Mirabé,"C/ Manuel Arnús, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997434-Reviews-Mirabe-Barcelona_Catalonia.html,0.9565,5.0,Tapas
502,Miseria e Nobiltà,"Carrer Besalú, 46, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7158449-Reviews-Miseria_e_Nobilta-Barcelona_Catalonia.html,0.9382,5.0,Italian
503,Mishima Sushi Bar,"C/Dr fleming, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4413095-Reviews-Mishima_Sushi_Bar-Barcelona_Catalonia.html,0.9442,5.0,Meats
504,Mo Te Magno,"Calle Provenca 16, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3399829-Reviews-Mo_Te_Magno-Barcelona_Catalonia.html,0.8553,5.0,Italian
505,Momo Avinyó,"Carrer Avinyo, 39, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8092459-Reviews-Momo-Barcelona_Catalonia.html,0.8934,5.0,Tapas
506,Monster Sushi Gala Placidia,"Gala Placidia 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2475640-Reviews-Monster_Sushi_Gala_Placidia-Barcelona_Catalonia.html,0.9287,5.0,Seafood
507,Mont Bar,"Diputacio 220, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4021769-Reviews-Mont_Bar-Barcelona_Catalonia.html,0.9169,5.0,Meats
508,Mordisco,"Passatge de la Concepció, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1948809-Reviews-Restaurante_Mordisco-Barcelona_Catalonia.html,0.9563,5.0,Tapas
509,Morelia restaurant,"Plaza comercial, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d806695-Reviews-Morelia_restaurant-Barcelona_Catalonia.html,0.946,5.0,Tapas
510,Mosquito,"Carders, 46, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1230332-Reviews-Mosquito-Barcelona_Catalonia.html,0.9829,5.0,Tapas
511,Mussol Aragó,"Carrer Arago, 261, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3229135-Reviews-Mussol_Arago-Barcelona_Catalonia.html,0.8999,5.0,Tapas
512,Mussol Casp,"Carrer Casp, 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d815668-Reviews-Mussol_Casp-Barcelona_Catalonia.html,0.9491,5.0,Tapas
513,Mutenroshi Ramen,"Carrer de Sant Agusti, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10754603-Reviews-Mutenroshi_Ramen-Barcelona_Catalonia.html,0.8016,5.0,Meats
514,My Fucking Restaurant,"Calle Nou de la Rambla n35, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12643500-Reviews-My_Fucking_Restaurant-Barcelona_Catalonia.html,0.9065,5.0,Tapas
515,My Way Lounge Restaurant,"Calle de les Heures, 4-10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1080185-Reviews-My_Way_Lounge_Restaurant-Barcelona_Catalonia.html,0.8176,5.0,Tapas
516,Món Viêt,"Sepulveda 94, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12253605-Reviews-Mon_Viet-Barcelona_Catalonia.html,0.9001,5.0,Tapas
517,NAP Antic,"Av. de Francesc Cambó, 30, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2709722-Reviews-NAP_Antic-Barcelona_Catalonia.html,0.9409,5.0,Italian
518,Nakashita,"Rec Comtal 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2241522-Reviews-Nakashita-Barcelona_Catalonia.html,0.9493,5.0,Seafood
519,Napoli Prima e Dopo,"Calle Villaroel, 255, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1074877-Reviews-Napoli_Prima_e_Dopo-Barcelona_Catalonia.html,0.9227,5.0,Meats
520,Narciso,"Calle Princesa 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12702776-Reviews-Narciso-Barcelona_Catalonia.html,0.8625,5.0,Tapas
521,National burger Barcelona,"Carrer Nou de la Rambla 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8782287-Reviews-National_Burger_Steak_house-Barcelona_Catalonia.html,0.8519,5.0,Tapas
522,Nevermind Bar,"Escudellers Blancs #3, Gotico, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1596756-Reviews-Nevermind_Bar-Barcelona_Catalonia.html,0.8885,5.0,Seafood
523,Nine Barcelona,"Carrer Valencia 334, local 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9857188-Reviews-Nine_Barcelona-Barcelona_Catalonia.html,0.9246,5.0,Tapas
524,Nineteen Restaurant,"Pl. de Catalunya, 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1854784-Reviews-Nineteen_Restaurant-Barcelona_Catalonia.html,0.9442,5.0,Meats
525,Nomm,"Av del Paral-lel 130, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d11906510-Reviews-Nomm-Barcelona_Catalonia.html,0.8051,5.0,Tapas
526,Nomo Galvany,"Madrazo, 135, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1841843-Reviews-Nomo_Galvany-Barcelona_Catalonia.html,0.836,5.0,Seafood
527,Nomo Gracia,"Carrer Gran de Gràcia, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1011225-Reviews-Nomo_Gracia-Barcelona_Catalonia.html,0.9403,5.0,Tapas
528,Nomo Sarrià,"C/Major de Sarria 105, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12590864-Reviews-Nomo_Sarria-Barcelona_Catalonia.html,0.9572,5.0,Tapas
529,Nomomoto Barcelona,"Ronda General Mitre, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3708639-Reviews-Nomomoto_Barcelona-Barcelona_Catalonia.html,0.9169,5.0,Seafood
530,Núria,"Rambla de Canaletes, 133, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997404-Reviews-Nuria-Barcelona_Catalonia.html,0.9001,5.0,Tapas
531,O MEU LAR,"c/ Margarit,24, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986304-Reviews-O_Meu_Lar-Barcelona_Catalonia.html,0.8271,5.0,Meats
532,O' Retorno Restaurant,"Comte D'urgell, 168, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997354-Reviews-O_Retorno_Restaurant-Barcelona_Catalonia.html,0.8779,5.0,Tapas
533,O.G.G.I. Gelato,"Carrer Comtal 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10386475-Reviews-OGGI_Officina_Gelato_Gusto_Italiano-Barcelona_Catalonia.html,0.9076,5.0,Italian
534,Oaxaca Cuina Mexicana - Restaurante y Mezcalería,"Pla de Palau, 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7019028-Reviews-Oaxaca_Cuina_Mexicana-Barcelona_Catalonia.html,0.9468,5.0,Tapas
535,Obama,"Gran Via de les Corts Catalanes, 603, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1227925-Reviews-Obama-Barcelona_Catalonia.html,0.8555,5.0,Tapas
536,Ocaña,"Plaça Reial, 13-15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3467459-Reviews-Ocana-Barcelona_Catalonia.html,0.8807,5.0,Seafood
537,Off-street,"Carrer De Teodor Llorente, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23964651-Reviews-Off_Street-Barcelona_Catalonia.html,0.9476,5.0,Italian
538,Oishii Ramen Street,"Ronda Sant Pere, 26, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12995495-Reviews-Oishii_Ramen_Street-Barcelona_Catalonia.html,0.9538,5.0,Tapas
539,Olivos Comida y Vinos,"Carrer de Galileu, 159, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12496310-Reviews-Olivos_Comida_y_Vinos-Barcelona_Catalonia.html,0.8402,5.0,Tapas
540,Oma Bistro,"Carrer Del Consell de Cent, 227, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7211071-Reviews-Oma_Bistro-Barcelona_Catalonia.html,0.8935,5.0,Tapas
541,Opera Samfaina,"La Rambla 51, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10690589-Reviews-Opera_Samfaina-Barcelona_Catalonia.html,0.8519,5.0,Tapas
542,Oporto Restaurante,"Carrer Sardenya, 296, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8275743-Reviews-Oporto_Restaurante-Barcelona_Catalonia.html,0.9412,5.0,Meats
543,Orea Barcelona,"Carrer de València, 193, 08011 Barcelona, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d19067628-Reviews-Orea_Barcelona-Barcelona_Catalonia.html,0.936,5.0,Seafood
544,Oria Restaurant,"Passeig de Gracia 75, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10457403-Reviews-Oria_Restaurant-Barcelona_Catalonia.html,0.9062,5.0,Meats
545,Orio Gòtic,"Carrer de Ferran, 38, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1482725-Reviews-ORIO_BCN_Gotic-Barcelona_Catalonia.html,0.875,5.0,Tapas
546,Osmosis,"Aribau 100, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1074881-Reviews-Osmosis-Barcelona_Catalonia.html,0.8481,5.0,Tapas
547,Out of China,"Calle Aribau 112, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d751586-Reviews-Out_of_China-Barcelona_Catalonia.html,0.9628,5.0,Meats
548,PETIT BANGKOK,"08006, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d776472-Reviews-PETIT_BANGKOK_calle_vallirana_29-Barcelona_Catalonia.html,0.8137,5.0,Meats
549,Pacha Barcelona Restaurant,"Paseo Maritimo Barceloneta, 38, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7081904-Reviews-Pacha_Barcelona_Restaurant-Barcelona_Catalonia.html,0.9042,5.0,Seafood
550,Paco Alcalde,"Carrer Emília Llorca Martín, 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d945524-Reviews-Paco_Alcalde-Barcelona_Catalonia.html,0.9477,5.0,Tapas
551,Paco Meralgo,"C/ Muntaner 171, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d945264-Reviews-Paco_Meralgo-Barcelona_Catalonia.html,0.9607,5.0,Tapas
552,Paella Bar Boquería,"Portics de la Boqueria. Locals 6-7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7200950-Reviews-Paella_Bar_Boqueria-Barcelona_Catalonia.html,0.8658,5.0,Tapas
553,Palo Cortao,"C/ Nou de la Ramba, 146, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6916095-Reviews-Palo_Cortao-Barcelona_Catalonia.html,0.8957,5.0,Tapas
554,Pampero,"Plaza Doctor Letamendi, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1061194-Reviews-Pampero-Barcelona_Catalonia.html,0.8883,5.0,Tapas
555,Panam '75,"Carrer Consell de Cent 281, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5772959-Reviews-Panam_75-Barcelona_Catalonia.html,0.9287,5.0,Meats
556,Panqa Barcelona,"Sepulveda, 76, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9736934-Reviews-Panqa-Barcelona_Catalonia.html,0.9042,5.0,Meats
557,Papadam,"Ronda de Sant Pau, 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17651868-Reviews-Papadam-Barcelona_Catalonia.html,0.9359,5.0,Tapas
558,Paradiso,"Calle Rera Palau 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9569889-Reviews-Paradiso-Barcelona_Catalonia.html,0.8316,5.0,Seafood
559,Paral·lelo,"Calle Seneca 18, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d11979828-Reviews-Parallelo-Barcelona_Catalonia.html,0.9336,5.0,Italian
560,Parco,"Jardines de Gracia - Al Final de la Passeig de Gracia, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d805717-Reviews-Parco-Barcelona_Catalonia.html,0.8555,5.0,Seafood
561,Parking Pizza,"Passeig de Sant Joan, 56, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12981017-Reviews-Parking_Pizza-Barcelona_Catalonia.html,0.91,5.0,Tapas
562,Pasa Tapas,"Calle Doctor Aiguader, 6 -8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2170752-Reviews-Pasa_Tapas-Barcelona_Catalonia.html,0.8689,5.0,Tapas
563,Passadís del Pep,"Pla del Palau, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717364-Reviews-Passadis_del_Pep-Barcelona_Catalonia.html,0.8777,5.0,Tapas
564,Pastelerias Mauri,"Rambla de Catalunya, 102, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1070031-Reviews-Pastelerias_Mauri-Barcelona_Catalonia.html,0.8399,5.0,Tapas
565,Pastelería Hofmann,"Carrer dels Flassaders, 44, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15601606-Reviews-Pasteleria_Hofmann-Barcelona_Catalonia.html,0.8993,5.0,Tapas
566,Patagonia Beef & Wine,"Gran Via de Les Corts Catalanes, 660, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1045629-Reviews-Patagonia_Beef_Wine-Barcelona_Catalonia.html,0.946,5.0,Meats
567,Pepito Restaurante,"Pasaje Domingo 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5994585-Reviews-Pepito_Restaurante-Barcelona_Catalonia.html,0.8271,5.0,Tapas
568,Petit Bangkok,"Carrer de Balmes, 106, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12821504-Reviews-Petit_Bangkok-Barcelona_Catalonia.html,0.8225,5.0,Seafood
569,Petra,"Sombrerers 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1081737-Reviews-Petra-Barcelona_Catalonia.html,0.9081,5.0,Meats
570,Petritxol Cafe,"Calle Petritxol, 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2429712-Reviews-Petritxol_Cafe-Barcelona_Catalonia.html,0.8625,5.0,Tapas
571,Piazze D'Italia,"Carrer de Casanova, 94, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997375-Reviews-Piazze_D_Italia-Barcelona_Catalonia.html,0.886,5.0,Tapas
572,Picnic Restaurant,"1 Carrer del Comerc, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997377-Reviews-Picnic_Restaurant-Barcelona_Catalonia.html,0.9217,5.0,Tapas
573,Pim Pam Burger,"Carrer del Sabateret 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2343014-Reviews-Pim_Pam_Burger-Barcelona_Catalonia.html,0.836,5.0,Tapas
574,Piras Braseria,"C/ montseny 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2076972-Reviews-Piras_Braseria-Barcelona_Catalonia.html,0.9022,5.0,Meats
575,Piu Restaurants,"Gran Via De Les Corts Catalanes, 633, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4607692-Reviews-Piu_Restaurants-Barcelona_Catalonia.html,0.8591,5.0,Meats
576,Pizza Circus,"Carrer Nou de la Rambla 40, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7214386-Reviews-Pizza_Circus-Barcelona_Catalonia.html,0.9217,5.0,Italian
577,Pizzeria Da Nanni BORN,"Carrer del Rec 30, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d21048917-Reviews-Pizzeria_Da_Nanni_BORN-Barcelona_Catalonia.html,0.836,5.0,Seafood
578,Pizzeria Da Nanni Barcelona,"Calle Llibreteria 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15078346-Reviews-Pizzeria_Da_Nanni_Barcelona-Barcelona_Catalonia.html,0.886,5.0,Seafood
579,Pizzeria La Briciola,"C. d'Olzinelles 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1319995-Reviews-Pizzeria_La_Briciola-Barcelona_Catalonia.html,0.8176,5.0,Meats
580,Pizzería Bar Ottantotto,"Passatge d'Utset, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13763198-Reviews-Pizzeria_Bar_Ottantotto-Barcelona_Catalonia.html,0.8402,5.0,Tapas
581,Pla de la Garsa,"Carrer dels Assaonadors, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717371-Reviews-Pla_de_la_Garsa-Barcelona_Catalonia.html,0.926,5.0,Tapas
582,Pomarada,"Passeig de Gracia 78, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2047622-Reviews-Pomarada-Barcelona_Catalonia.html,0.8865,5.0,Italian
583,Portal De La Pau,"Plaça Portal de la Pau, 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12166463-Reviews-Portal_De_La_Pau-Barcelona_Catalonia.html,0.8805,5.0,Tapas
584,Prado de Flores,"Calle Santa Anna 11,, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6024218-Reviews-Prado_de_Flores-Barcelona_Catalonia.html,0.9337,5.0,Tapas
585,Puertecillo Born,"Carrer Comercial, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6131690-Reviews-Puertecillo_Born-Barcelona_Catalonia.html,0.8271,5.0,Seafood
586,Pulpería A'Gudiña,"Carrer d'Entença 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997744-Reviews-Pulperia_A_Gudina-Barcelona_Catalonia.html,0.9042,5.0,Tapas
587,Pulpería Can Lampazas,"Avinguda del Paral·lel, 159, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10643938-Reviews-Pulperia_Can_Lampazas-Barcelona_Catalonia.html,0.9314,5.0,Tapas
588,Pura Brasa Rambla,"Rambla Catalunya, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7222318-Reviews-Pura_Brasa_Rambla-Barcelona_Catalonia.html,0.9001,5.0,Tapas
589,Quimet & Quimet,"Poeta Cabanyes 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717377-Reviews-Quimet_Quimet-Barcelona_Catalonia.html,0.9524,5.0,Tapas
590,RESTAURANTE IPAR-TXOKO,"Calle Mozart, 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997771-Reviews-Restaurant_Ipar_Txoko-Barcelona_Catalonia.html,0.9577,5.0,Tapas
591,RESTAURANTE MEXCLA,"Calle RAMON Y CAJAL, 35, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4419361-Reviews-RESTAURANTE_MEXCLA-Barcelona_Catalonia.html,0.8797,5.0,Meats
592,Raco D'en Cesc,"Calle Diputacio, 201, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d816727-Reviews-Raco_D_en_Cesc-Barcelona_Catalonia.html,0.8316,5.0,Tapas
593,Raco De La Vila,"C/ Ciutat De Granada, 33, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1682057-Reviews-Raco_De_La_Vila-Barcelona_Catalonia.html,0.8271,5.0,Tapas
594,Raffaelli Restaurante Italiano,"Carrer de Luis Antúnez 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8264568-Reviews-Raffaelli_Italian_Restaurant-Barcelona_Catalonia.html,0.9571,5.0,Tapas
595,Ramen-ya Hiro,"Carrer Girona 164, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3845663-Reviews-Ramen_ya_Hiro-Barcelona_Catalonia.html,0.8297,5.0,Tapas
596,Rangoli,"Passeig Joan de Borbo 78, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2097584-Reviews-Rangoli-Barcelona_Catalonia.html,0.9477,5.0,Indian
597,Rasoi,"C/ Londres 63, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13431140-Reviews-Rasoi-Barcelona_Catalonia.html,0.8779,5.0,Meats
598,Rasoterra,"Carrer Palau, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4080701-Reviews-Rasoterra-Barcelona_Catalonia.html,0.9201,5.0,Meats
599,Raó Restaurant,"Carrer de les Sitges, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d14129049-Reviews-RAO_Restaurant-Barcelona_Catalonia.html,0.9442,5.0,Tapas
600,Recasens,"Rambla del Poblenou 102, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d949081-Reviews-Recasens-Barcelona_Catalonia.html,0.8832,5.0,Tapas
601,Red Ant Noodle Bar,"C/ Tiradors, 3-5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3581942-Reviews-Red_Ant_Noodle_Bar-Barcelona_Catalonia.html,0.9423,5.0,Tapas
602,Red Garter Barcelona,"Passeig de Colom 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12795433-Reviews-Red_Garter_Barcelona-Barcelona_Catalonia.html,0.8316,5.0,Meats
603,Rekons,"Calle Comte D'Urgell, 32, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2569434-Reviews-Rekons-Barcelona_Catalonia.html,0.9313,5.0,Tapas
604,Restaurant Ají,"C/Marina, 19-21, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7133272-Reviews-Restaurant_Aji-Barcelona_Catalonia.html,0.8344,5.0,Seafood
605,Restaurant Ca L'Estevet,"C/Valldonzella 46, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697579-Reviews-Restaurant_Ca_L_Estevet-Barcelona_Catalonia.html,0.9231,5.0,Meats
606,Restaurant Centfocs,"Balmes, 16, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d805803-Reviews-Centfocs-Barcelona_Catalonia.html,0.9062,5.0,Tapas
607,Restaurant Etapes,"Enric Granados, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1857309-Reviews-Restaurant_Etapes-Barcelona_Catalonia.html,0.8074,5.0,Tapas
