Nombre,Dirección,Direccion_Web
Eat Caribbean,"Calle Montserrat 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3173600-Reviews-Eat_Caribbean_Barcelona-Barcelona_Catalonia.html
Restaurante El Rincon Maya,"Valencia, 183, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d887374-Reviews-Restaurante_El_Rincon_Maya-Barcelona_Catalonia.html
Bar Calders,"Calle Parlament 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2547242-Reviews-Bar_Calders-Barcelona_Catalonia.html
VENUS Delicatessen Barcelona,"Carrer Avinyo 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d718429-Reviews-Venus_Delicatessen-Barcelona_Catalonia.html
La Taula de Barcelona,"Carrer Sant Màrius, 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997855-Reviews-La_Taula-Barcelona_Catalonia.html
The Coffee House Barcelona,"Carrer Valencia, 143, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d19063298-Reviews-The_Coffee_House_Barcelona-Barcelona_Catalonia.html
Xerta Restaurant,"C/ Corsega, 289, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10400854-Reviews-Xerta_Restaurant-Barcelona_Catalonia.html
La Vespa Burger Bar,"Torrent de l´Olla 99, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3668516-Reviews-La_Vespa_Burger_Bar-Barcelona_Catalonia.html
El Filete Ruso,"C/ Enric Granados, 95, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2076092-Reviews-El_Filete_Ruso-Barcelona_Catalonia.html
Xera Restaurant,"Calle De Les Sitges 10,barcelona, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d25012128-Reviews-Xera_Restaurant-Barcelona_Catalonia.html
Gastro-Taqueria Mexicana,"Carrer de Paris 38, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4149369-Reviews-Gastro_Taqueria_Mexicana-Barcelona_Catalonia.html
Gandhi Restaurant,"Carrer Balmes 21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3859148-Reviews-Gandhi_Restaurant-Barcelona_Catalonia.html
Topik,"c/ Valencia, 199, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2010110-Reviews-Topik-Barcelona_Catalonia.html
Restaurante Japones Ta Mi,"Carrer de Nàpols, 229, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997513-Reviews-Restaurante_Japones_Ta_Mi-Barcelona_Catalonia.html
Calabrasa,"Passeig del Born 27, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d16738240-Reviews-Calabrasa-Barcelona_Catalonia.html
La Bodegueta Provença,"Carrer de Provença 233, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3180959-Reviews-La_Bodegueta_Provenca-Barcelona_Catalonia.html
Restaurante El Reloj,"Vía Laietana, 40, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986378-Reviews-Restaurante_El_Reloj-Barcelona_Catalonia.html
La Strada Pizza Barcelona,"Vila y Vila Num 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3599999-Reviews-La_Strada_Pizza_Barcelona-Barcelona_Catalonia.html
Supra Barcelona,"Carrer De València, 246, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23748987-Reviews-Supra_Barcelona-Barcelona_Catalonia.html
Bo&mie Barcelona,"Calle Provenza, 433, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23832828-Reviews-BO_MIE_Barcelona-Barcelona_Catalonia.html
Surya Pau Claris,"C/Pau Claris 92, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5582359-Reviews-Surya_Pau_Claris-Barcelona_Catalonia.html
Yatai,"Comte D'urgell 112, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9591702-Reviews-Yatai-Barcelona_Catalonia.html
La Cantina Mexicana,"Carrer de Valencia 427, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6116770-Reviews-La_Cantina_Mexicana-Barcelona_Catalonia.html
Indochine Restaurant Ly Leap,"Carrer de Muntaner, 82, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2490323-Reviews-Indochine_Restaurant_Ly_Leap-Barcelona_Catalonia.html
Goiko - Passeig de Sant Joan 58,"Passeig de Sant Joan 58, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12842028-Reviews-Goiko_Passeig_de_Sant_Joan_58-Barcelona_Catalonia.html
Morelia restaurant,"Plaza comercial, 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d806695-Reviews-Morelia_restaurant-Barcelona_Catalonia.html
Bilbao Restaurante,"Carrer Perill 33, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1061289-Reviews-Bilbao_Restaurante-Barcelona_Catalonia.html
Estimar,"Carrer de Sant Antoni dels Sombrerers, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10226963-Reviews-Estimar-Barcelona_Catalonia.html
B-ONE Palau de Mar,"Plaza Pau Vila 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17756026-Reviews-B_ONE_Palau_de_Mar-Barcelona_Catalonia.html
RESTAURANTE IPAR-TXOKO,"Calle Mozart, 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997771-Reviews-Restaurant_Ipar_Txoko-Barcelona_Catalonia.html
El Pebrot i El Petit Cargol,"C/ ALCOLEA 18, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1862367-Reviews-El_pebrot_i_el_petit_cargol-Barcelona_Catalonia.html
Terra d'Escudella,"Premia 20, baixos, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2316095-Reviews-Terra_d_Escudella-Barcelona_Catalonia.html
La Trini,"Calle Verdi, 30, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5984338-Reviews-La_Trini-Barcelona_Catalonia.html
Casa Dorita,"Calle Tamarit, 142, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10429253-Reviews-Casa_Dorita-Barcelona_Catalonia.html
Bun Bo Raval,"Calle Sagristans, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3643048-Reviews-Bun_Bo_Raval-Barcelona_Catalonia.html
La Vermuterie,"C/ Muntaner 212, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10714191-Reviews-La_Vermuterie-Barcelona_Catalonia.html
Momo Avinyó,"Carrer Avinyo, 39, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8092459-Reviews-Momo-Barcelona_Catalonia.html
La Cua Curta,"Carrer de la Carassa, s/n, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2488788-Reviews-La_Cua_Curta-Barcelona_Catalonia.html
Ken Restaurante,"Carrer Benet Mateu, 53, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5489739-Reviews-Ken_Restaurante-Barcelona_Catalonia.html
Restaurante Quixote,"Consell de Cent, 314, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997345-Reviews-Restaurante_Quixote-Barcelona_Catalonia.html
Can Cisa - Bar Brutal,"Carrer de la Princesa, 14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5001892-Reviews-Can_Cisa_Bar_Brutal-Barcelona_Catalonia.html
Pastisseria Lis Barcelona - Pere Camps,"Carrer de La Riera Alta, 19, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12242670-Reviews-Pastisseria_Lis_Barcelona_Pere_Camps-Barcelona_Catalonia.html
"La Tagliatella Plaça Catalunya, Barcelona","Ronda de la Universitat, 31, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3733190-Reviews-La_Tagliatella_Placa_Catalunya_Barcelona-Barcelona_Catalonia.html
La Gormanda,"C/Aribau 160, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12296373-Reviews-La_Gormanda-Barcelona_Catalonia.html
Nevermind Bar,"Escudellers Blancs #3, Gotico, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1596756-Reviews-Nevermind_Bar-Barcelona_Catalonia.html
Rasoi,"C/ Londres 63, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13431140-Reviews-Rasoi-Barcelona_Catalonia.html
La Caravana,"Carrer de Mozart, 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6678014-Reviews-La_Caravana-Barcelona_Catalonia.html
Tomasso - New York Pizza,"Carrer de Londres 93, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6839738-Reviews-Tomasso_New_York_Pizza-Barcelona_Catalonia.html
Red Ant Noodle Bar,"C/ Tiradors, 3-5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3581942-Reviews-Red_Ant_Noodle_Bar-Barcelona_Catalonia.html
DOP Restaurante,"Via Augusta, 201, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7721407-Reviews-DOP_Restaurante-Barcelona_Catalonia.html
Bellillo,"Carrer d’Enric Granados 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11843595-Reviews-Bellillo-Barcelona_Catalonia.html
Les Finestres de Llúria,"Calle Roger de Llúria, 60, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d967473-Reviews-Les_Finestres_de_Lluria-Barcelona_Catalonia.html
La  Nueva  Marquesa,"Carrer Pintor Tapiro, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3695898-Reviews-La_Nueva_Marquesa-Barcelona_Catalonia.html
Somodo,"Carrer de Ros de Olano 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2390262-Reviews-Somodo-Barcelona_Catalonia.html
La Pubilla,"Placa de la Llibertat 23, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3800375-Reviews-La_Pubilla-Barcelona_Catalonia.html
Taverna hofmann,"Carrer de Girona, 145, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6679727-Reviews-Taverna_hofmann-Barcelona_Catalonia.html
Kook,"Passeig Sant Joan 85, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14214225-Reviews-Kook-Barcelona_Catalonia.html
La Malandrina,"Calle Almirante Cervera Numero 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2369674-Reviews-La_Malandrina-Barcelona_Catalonia.html
TocaTeca,"Calle Garcilaso, 172, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4607254-Reviews-TocaTeca-Barcelona_Catalonia.html
Pasa Tapas,"Calle Doctor Aiguader, 6 -8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2170752-Reviews-Pasa_Tapas-Barcelona_Catalonia.html
Un gelato per te,"Carrer de Sant Felip Neri 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8112417-Reviews-Un_gelato_per_te-Barcelona_Catalonia.html
Kobuta Ramen i més,"Carrer de Súria 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13316584-Reviews-Kobuta_Ramen_i_mes-Barcelona_Catalonia.html
DonCurado Tasting Barcelona,"Rambla Del Poblenou, 125, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4757741-Reviews-DonCurado_Tasting_Barcelona-Barcelona_Catalonia.html
Krampus,"Saragossa, 89, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1109683-Reviews-Krampus-Barcelona_Catalonia.html
Paella Bar Boquería,"Portics de la Boqueria. Locals 6-7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7200950-Reviews-Paella_Bar_Boqueria-Barcelona_Catalonia.html
Betlem Miscelánea Gastronómica,"Girona 70, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2492461-Reviews-Betlem_Miscel_lania_Gastronomica-Barcelona_Catalonia.html
Oma Bistro,"Carrer Del Consell de Cent, 227, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7211071-Reviews-Oma_Bistro-Barcelona_Catalonia.html
Aguaribay,"Carrer del Taulat 95, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2416616-Reviews-Aguaribay-Barcelona_Catalonia.html
by Barcelona,"Avenida Circunvalación Oriente 1055, Talca, Región del Maule, Chile",/Restaurant_Review-g488179-d12870103-Reviews-By_Barcelona-Talca_Maule_Region.html
Timesburg Poblenou,"Calle Pujades 168, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6355803-Reviews-Timesburg_Poblenou-Barcelona_Catalonia.html
"La Tagliatella C.C. Illa Diagonal, Barcelona","C.C. Illa Av. Diagonal, 557 Local 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6751038-Reviews-La_Tagliatella_C_C_Illa_Diagonal_Barcelona-Barcelona_Catalonia.html
THAI THAI BCN,"Calle VILLARROEL, 68, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1541224-Reviews-Thai_Thai-Barcelona_Catalonia.html
Chill Bar Barcelona,"Calle Provenca 424, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1945669-Reviews-Chill_Bar_Barcelona-Barcelona_Catalonia.html
ÖUZÖ Barcelona,"Joan Torras 26, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14918355-Reviews-OUZO_Barcelona-Barcelona_Catalonia.html
Obama,"Gran Via de les Corts Catalanes, 603, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1227925-Reviews-Obama-Barcelona_Catalonia.html
Mishima Sushi Bar,"C/Dr fleming, 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4413095-Reviews-Mishima_Sushi_Bar-Barcelona_Catalonia.html
Gallito,"Passeig del Mare Nostrum 19-21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3241404-Reviews-Gallito-Barcelona_Catalonia.html
Forn Mistral,"Ronda Sant Antoni, 96, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1413047-Reviews-Forn_Mistral-Barcelona_Catalonia.html
La Piazzetta GranVia,"Gran Via de los Corts Catalanes 566, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d19987461-Reviews-La_Piazzetta_GranVia-Barcelona_Catalonia.html
Gelateria Gocce di Latte,"Pla de Palau, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3293017-Reviews-Gocce_di_latte-Barcelona_Catalonia.html
Sato I Tanaka,"Bruc, 79, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13189781-Reviews-Sato_I_Tanaka-Barcelona_Catalonia.html
Caj Chai,"Calle Salomó Ben Adret 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1124766-Reviews-Caj_Chai-Barcelona_Catalonia.html
CentOnze Restaurante,"Ramblas 111, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1371219-Reviews-CentOnze_Restaurant-Barcelona_Catalonia.html
Bravo,"Placa de la Rosa del Vents, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1858970-Reviews-Bravo-Barcelona_Catalonia.html
Barcelona Bar,"Avenida Circunvalar # 1-76, Pereira, Departamento de Risaralda, Colombia",/Restaurant_Review-g297479-d4107463-Reviews-Barcelona_Bar-Pereira_Risaralda_Department.html
9 Reinas Barcelona,"Carrer de València, 267, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2023368-Reviews-9_Reinas_Barcelona-Barcelona_Catalonia.html
Kiltro Restobar Gracia,"Carrer del Montseny, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17423137-Reviews-Kiltro_Restobar_Gracia-Barcelona_Catalonia.html
El Foro,"Carrer de La Princesa, 53, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d806834-Reviews-Restaurante_El_Foro-Barcelona_Catalonia.html
BarceLona Tapas Bar & Restaurant,"Friedrichstrasse 211, Berlín, Alemania",/Restaurant_Review-g187323-d7002350-Reviews-BarceLona_Tapas_Bar_Restaurant-Berlin.html
Boa-Bao Barcelona,"Plaça del Dr. Letamendi, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17655378-Reviews-Boa_Bao_Barcelona-Barcelona_Catalonia.html
Assunta Barcelona,"Carrer de Provença, 300, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9809738-Reviews-Assunta_Barcelona-Barcelona_Catalonia.html
Restaurante Cadaques Barcelona,"Reina Cristina, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d19658737-Reviews-Restaurante_Cadaques_Barcelona-Barcelona_Catalonia.html
Panqa Barcelona,"Sepulveda, 76, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9736934-Reviews-Panqa-Barcelona_Catalonia.html
Red Garter Barcelona,"Passeig de Colom 23, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12795433-Reviews-Red_Garter_Barcelona-Barcelona_Catalonia.html
Bar Lafuente,"Gran Via De Les Corts Catalanes 931, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d998023-Reviews-Bar_Lafuente-Barcelona_Catalonia.html
Napoli Prima e Dopo,"Calle Villaroel, 255, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1074877-Reviews-Napoli_Prima_e_Dopo-Barcelona_Catalonia.html
Volta al Món,"Calle Muntaner, 51, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3998079-Reviews-Volta_al_Mon-Barcelona_Catalonia.html
Escriba,"Rambla de les Flors, 83, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2314979-Reviews-Escriba-Barcelona_Catalonia.html
El Nacional - La Braseria,"Passeig de Gracia 24 bis, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12902541-Reviews-El_Nacional_La_Braseria-Barcelona_Catalonia.html
Verne Barcelona,"Carrer d'Aribau, 150, Local B, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23800699-Reviews-Verne_Barcelona-Barcelona_Catalonia.html
65 Degrees Barcelona,"Carrer del Davant del Portal Nou 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10693617-Reviews-65_Degrees_Barcelona-Barcelona_Catalonia.html
Blau BCN,"Calle Londres, 89, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2012863-Reviews-Blau_BCN-Barcelona_Catalonia.html
Cinc Sentits,"Entenza 60, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697497-Reviews-Cinc_Sentits-Barcelona_Catalonia.html
Galeria Cosmo,"Enric Granados, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2490107-Reviews-Galeria_Cosmo-Barcelona_Catalonia.html
Greek Aribau,"Carrer d'Aribau, 50, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23168495-Reviews-Greek_Aribau-Barcelona_Catalonia.html
La Taberna Griega,"Torrent De L'olla, 123, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1084017-Reviews-La_Taberna_Griega-Barcelona_Catalonia.html
De Tapa Madre,"Mallorca, 301, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1006766-Reviews-De_Tapa_Madre-Barcelona_Catalonia.html
Oishii Ramen Street,"Ronda Sant Pere, 26, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12995495-Reviews-Oishii_Ramen_Street-Barcelona_Catalonia.html
La Lubina,"Calle Viladomat 257, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2420217-Reviews-La_Lubina-Barcelona_Catalonia.html
Carlota Restaurant,"Calle París, 168, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6375412-Reviews-Carlota_Restaurant-Barcelona_Catalonia.html
Timesburg Sants,"Calle Moianes 75, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8381283-Reviews-Timesburg_Sants-Barcelona_Catalonia.html
THAI Tuk Tuk Barcelona,"C/ del Comte Borrell, 188, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9974636-Reviews-THAI_Tuk_Tuk_Barcelona-Barcelona_Catalonia.html
El Jardi de L'apat,"Albert Llanas, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997963-Reviews-El_Jardi_de_L_apat-Barcelona_Catalonia.html
Colibri Brunch & Bistro,"Passeig de Joan de Borbó, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17323155-Reviews-Colibri_Brunch_Bistro-Barcelona_Catalonia.html
Ca la Nuri Terra,"Consell de Cent, 377, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d998055-Reviews-Ca_La_Nuri_Terra-Barcelona_Catalonia.html
Montesquiu,"Carrer de Mandri, 56, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986427-Reviews-Restaurante_Montesquiu-Barcelona_Catalonia.html
The Rooftop at Sir Victor,"Carrer del Rosselló, 265, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17409798-Reviews-The_Rooftop_at_Sir_Victor-Barcelona_Catalonia.html
Kynoto Sushi Bar,"C/ Correu Vell 8., Barcelona, Cataluña, España",/Restaurant_Review-g187497-d807838-Reviews-Kynoto_Sushi_Bar-Barcelona_Catalonia.html
Garage Beer Co,"Carrer De Consell De Cent, 261, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7990129-Reviews-Garage_Beer_Co-Barcelona_Catalonia.html
Bo de B,"c/ Fusteria 14 cantonada Merce, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1519230-Reviews-Bo_de_B-Barcelona_Catalonia.html
Croq & Roll,"Travessera de Gràcia, 233, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9761691-Reviews-Croq_Roll-Barcelona_Catalonia.html
Pla Restaurant,"Calle Bellafila, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d803281-Reviews-Pla_Restaurant-Barcelona_Catalonia.html
Quinoa Bar Vegetarià,"Travessera de Gràcia, 203, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4727041-Reviews-Quinoa_Bar_Vegetaria-Barcelona_Catalonia.html
Kubik,"Las Ramblas, 45, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7260754-Reviews-Kubik-Barcelona_Catalonia.html
El All i Oli,"Calle Alella 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3462731-Reviews-El_All_i_Oli-Barcelona_Catalonia.html
Brugarol Barcelona,"Carrer de Salomó ben Adret, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15673484-Reviews-Brugarol_Barcelona-Barcelona_Catalonia.html
Empanadas Malvón,"Pl. De Catalunya 14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23945560-Reviews-Empanadas_Malvon-Barcelona_Catalonia.html
Restaurante Feroz,"Carrer Tuset, 27, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12905582-Reviews-Restaurante_Feroz-Barcelona_Catalonia.html
Txirimiri,"Carrer de la Princesa, 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997288-Reviews-Txirimiri-Barcelona_Catalonia.html
La Vinateria del Call,"C/ Salomó Ben Adret 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d887376-Reviews-La_Vinateria_del_Call-Barcelona_Catalonia.html
Ugarit Joanic,"C/ Bruniquer, 69, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7108688-Reviews-Ugarit_Joanic-Barcelona_Catalonia.html
El Chigre 1769,"Carrer dels Sombrerers, 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10954464-Reviews-El_Chigre_1769-Barcelona_Catalonia.html
Pizzeria L'Antica Napoli,"Carrer de la Concordia 53, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4187030-Reviews-Pizzeria_L_Antica_Napoli-Barcelona_Catalonia.html
Artespañol Paella & Tapas,"Calle Provenca 271, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8847397-Reviews-Artespanol_Paella_Tapas-Barcelona_Catalonia.html
Can Cargolet,"Comte Urgell, 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1061290-Reviews-Can_Cargolet-Barcelona_Catalonia.html
Restaurant Hindú Shanti,"C/ Agustina Saragossa 3-5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1202068-Reviews-Restaurant_Indian_Shanti-Barcelona_Catalonia.html
Casa Dario,"Consell de Cent, 256, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997978-Reviews-Casa_Dario-Barcelona_Catalonia.html
ASKADINYA,"Calle Verdi 28, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d809974-Reviews-Aska_Dinya-Barcelona_Catalonia.html
Viena Ronda Sant Pere,"Ronda de Sant Pere, 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d815670-Reviews-Viena_Ronda_Sant_Pere-Barcelona_Catalonia.html
PIZZERIA LA NOVA FONTANA,"Santjoanistes 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997788-Reviews-PIZZERIA_LA_NOVA_FONTANA-Barcelona_Catalonia.html
La Carioca,"Plaça de Pau Vila, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11441299-Reviews-La_Carioca-Barcelona_Catalonia.html
b Restaurant,"Carrer Rosselló 24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12980226-Reviews-B_Restaurant-Barcelona_Catalonia.html
El Callejon,"Carrer Ample 33 bis o Carrer Gignas 10-12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2649322-Reviews-El_Callejon-Barcelona_Catalonia.html
Restaurante Mi Rincon,"Avenida Diagonal 303, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3693982-Reviews-Restaurante_Mi_Rincon-Barcelona_Catalonia.html
Restaurante China Crown Barcelona,"Calle Casp 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d16857053-Reviews-Restaurante_China_Crown_Barcelona-Barcelona_Catalonia.html
Madame,"Robador, 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11866201-Reviews-Madame-Barcelona_Catalonia.html
Moments,"Passeig de Gràcia, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1797221-Reviews-Moments-Barcelona_Catalonia.html
GatBlau Restaurant,"Calle Comte Borrell 122, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3176771-Reviews-Gatblau_Restaurant-Barcelona_Catalonia.html
Antúnez,"Carrer de Neptu 18, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8868553-Reviews-Antunez-Barcelona_Catalonia.html
Takenori Mito Daruma,"Calle Villarroel 237, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4173841-Reviews-Takenori_Mito_Daruma-Barcelona_Catalonia.html
Itapa Boqueria,"La Rambla 98, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12992001-Reviews-Itapa_Boqueria-Barcelona_Catalonia.html
Palosanto Tapas Bar,"Rambla Del Raval, 26, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6643687-Reviews-Palosanto_Tapas_Bar-Barcelona_Catalonia.html
Equilibri Bcn,"Carrer Sardenya, 404, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10339269-Reviews-Equilibri_Bcn-Barcelona_Catalonia.html
El Tap,"08029, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7680709-Reviews-El_Tap-Barcelona_Catalonia.html
We Love Italy,"Carrer del Bruc 162, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14200680-Reviews-We_Love_Italy-Barcelona_Catalonia.html
Gallo Nero,"Carrer de Jaume I, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13954971-Reviews-Gallo_Nero-Barcelona_Catalonia.html
Restaurant Cátedra,"Via Laietana Nº 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5487537-Reviews-Restaurant_Catedra-Barcelona_Catalonia.html
Mamma Italia,"C. Comte de Guell, 56, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4777637-Reviews-Mamma_Italia-Barcelona_Catalonia.html
The Ranch Smokehouse,"Ronda Universitat 20, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d16831485-Reviews-The_Ranch_Smokehouse-Barcelona_Catalonia.html
